part_id,material,volume_mm3,surface_area_mm2,tolerance_um,complexity_idx,rev,created_at
P000402,Steel,18497.0,658.0,19.0,0.543,1,2025-02-27
P000403,Steel,10431.0,436.0,53.0,0.281,1,2025-01-01
P000404,Steel,8346.0,398.0,38.0,0.292,1,2025-02-03
P000405,Titanium,24442.0,913.0,36.0,0.641,1,2025-01-28
P000406,Aluminum,11715.0,593.0,52.0,0.118,1,2025-02-18
P000407,Brass,6279.0,365.0,51.0,0.253,1,2025-02-14
P000408,Brass,15449.0,699.0,28.0,0.251,1,2025-02-20
P000409,Aluminum,7170.0,385.0,66.0,0.75,1,2025-01-13
P000410,Steel,17021.0,711.0,35.0,0.224,1,2025-02-12
P000411,ABS,32993.0,1021.0,83.0,0.308,1,2025-02-24
P000412,Brass,6954.0,333.0,31.0,0.294,1,2025-01-01
P000413,Titanium,14681.0,620.0,17.0,0.576,1,2025-02-18
P000414,Titanium,10054.0,422.0,18.0,0.495,1,2025-02-28
P000415,Steel,10333.0,442.0,55.0,0.302,1,2025-01-09
P000416,Aluminum,22549.0,866.0,60.0,0.673,1,2025-02-26
P000417,Steel,3833.0,254.0,40.0,0.272,1,2025-01-28
P000418,Steel,8227.0,413.0,26.0,0.764,1,2025-01-29
P000419,ABS,25981.0,801.0,69.0,0.379,1,2025-01-10
P000420,Aluminum,8833.0,487.0,57.0,0.209,1,2025-02-15
P000421,ABS,6502.0,327.0,89.0,0.766,1,2025-02-12
P000422,Titanium,9872.0,461.0,45.0,0.494,1,2025-02-14
P000423,Titanium,13650.0,640.0,47.0,0.481,1,2025-02-21
P000424,Titanium,15333.0,706.0,57.0,0.52,1,2025-02-13
P000425,Titanium,19798.0,808.0,39.0,0.579,1,2025-01-09
P000426,Titanium,27049.0,978.0,36.0,0.384,1,2025-02-14
P000427,Aluminum,18931.0,738.0,54.0,0.487,1,2025-03-01
P000428,Titanium,16560.0,718.0,15.0,0.393,1,2025-01-12
P000429,Aluminum,17110.0,740.0,41.0,0.381,1,2025-01-05
P000430,Steel,7003.0,414.0,42.0,0.289,1,2025-02-01
P000431,Steel,17630.0,705.0,39.0,0.271,1,2025-01-04
P000432,Titanium,26529.0,832.0,32.0,0.236,1,2025-02-20
P000433,ABS,9601.0,455.0,68.0,0.192,1,2025-01-08
P000434,Steel,17376.0,658.0,38.0,0.087,1,2025-01-29
P000435,Steel,20648.0,711.0,27.0,0.247,1,2025-01-28
P000436,Titanium,13215.0,545.0,25.0,0.27,1,2025-01-28
P000437,Brass,13788.0,659.0,38.0,0.599,1,2025-01-25
P000438,Aluminum,7179.0,407.0,44.0,0.03,1,2025-01-13
P000439,Aluminum,8891.0,414.0,63.0,0.404,1,2025-01-27
P000440,Steel,16603.0,,21.0,0.44,1,2025-02-05
P000441,Aluminum,31860.0,934.0,43.0,0.322,1,2025-02-22
P000442,ABS,7253.0,341.0,76.0,0.761,1,2025-01-24
P000443,Aluminum,26994.0,945.0,66.0,0.375,1,2025-02-16
P000444,ABS,11260.0,552.0,72.0,0.188,1,2025-01-15
P000445,Titanium,7736.0,372.0,18.0,0.552,1,2025-01-17
P000446,Brass,3730.0,269.0,36.0,0.308,1,2025-01-31
P000447,Aluminum,10491.0,439.0,54.0,0.326,1,2025-01-07
P000448,,15886.0,674.0,64.0,0.144,1,2025-01-24
P000449,Steel,6060.0,361.0,15.0,0.514,1,2025-01-30
P000450,ABS,11750.0,514.0,80.0,0.125,1,2025-02-19
P000451,Steel,12743.0,590.0,34.0,0.363,1,2025-01-05
P000452,Aluminum,16659.0,618.0,47.0,0.242,1,2025-02-03
P000453,Steel,14897.0,637.0,39.0,0.11,1,2025-02-20
P000454,Aluminum,12851.0,581.0,37.0,0.187,1,2025-02-05
P000455,Brass,19729.0,716.0,38.0,0.24,1,2025-02-20
P000456,ABS,16089.0,616.0,77.0,0.898,1,2025-01-13
P000457,Steel,11026.0,567.0,40.0,0.326,1,2025-02-01
P000458,ABS,10277.0,437.0,83.0,0.489,1,2025-01-01
P000459,Steel,11081.0,513.0,32.0,0.083,1,2025-01-06
P000460,Steel,3635.0,240.0,37.0,0.528,1,2025-01-01
P000461,Steel,12797.0,551.0,42.0,0.262,1,2025-02-21
P000462,Steel,7794.0,364.0,46.0,0.481,1,2025-01-20
P000463,Titanium,19185.0,755.0,28.0,0.422,1,2025-01-21
P000464,Brass,13117.0,584.0,62.0,0.277,1,2025-02-02
P000465,Brass,15136.0,702.0,39.0,0.577,1,2025-01-29
P000466,Aluminum,8226.0,407.0,101.0,0.381,1,2025-02-26
P000467,Steel,15477.0,709.0,15.0,0.528,1,2025-02-10
P000468,Steel,12068.0,530.0,47.0,0.423,1,2025-01-31
P000469,Aluminum,4827.0,304.0,77.0,0.69,1,2025-01-13
P000470,Steel,4599.0,305.0,35.0,0.096,1,2025-02-01
P000471,Aluminum,4848.0,318.0,63.0,0.317,1,2025-01-16
P000472,Aluminum,14177.0,646.0,69.0,0.398,1,2025-02-08
P000473,Brass,14972.0,572.0,61.0,0.331,1,2025-02-04
P000474,ABS,12425.0,616.0,74.0,0.25,1,2025-01-29
P000475,ABS,18772.0,717.0,81.0,0.159,1,2025-02-01
P000476,,18622.0,792.0,50.0,0.402,1,2025-02-12
P000477,Aluminum,5775.0,313.0,52.0,0.204,1,2025-03-01
P000478,Aluminum,7706.0,433.0,53.0,0.48,1,2025-02-23
P000479,Aluminum,10578.0,439.0,67.0,0.634,1,2025-02-22
P000480,Aluminum,16423.0,680.0,59.0,0.609,1,2025-01-24
P000481,Titanium,17099.0,737.0,15.0,0.381,1,2025-01-02
P000482,Brass,8113.0,387.0,58.0,0.733,1,2025-01-15
P000483,Aluminum,26877.0,997.0,62.0,0.094,1,2025-02-28
P000484,Aluminum,15749.0,579.0,54.0,0.585,1,2025-01-31
P000485,Titanium,14134.0,554.0,15.0,0.141,1,2025-01-30
P000486,ABS,12231.0,542.0,92.0,0.406,1,2025-01-04
P000487,Steel,14998.0,598.0,18.0,0.601,1,2025-01-08
P000488,Steel,4379.0,276.0,15.0,0.287,1,2025-02-14
P000489,Aluminum,7867.0,392.0,59.0,0.206,1,2025-01-26
P000490,ABS,8238.0,412.0,80.0,0.606,1,2025-02-10
P000491,ABS,16991.0,690.0,57.0,0.41,1,2025-02-23
P000492,Steel,16570.0,728.0,23.0,0.298,1,2025-01-02
P000493,Brass,10132.0,535.0,66.0,0.504,1,2025-01-27
P000494,Aluminum,100555.0,2328.0,50.0,0.285,1,2025-02-21
P000495,,2738.0,215.0,78.0,0.501,1,2025-01-31
P000496,Titanium,7937.0,380.0,15.0,0.583,1,2025-02-28
P000497,Aluminum,35172.0,1118.0,81.0,0.761,1,2025-02-25
P000498,Steel,18762.0,690.0,54.0,0.817,1,2025-01-09
P000499,ABS,4885.0,310.0,86.0,0.226,1,2025-01-14
P000500,Steel,19116.0,818.0,37.0,0.121,1,2025-01-21
P000501,Titanium,15664.0,669.0,24.0,0.218,1,2025-02-04
P000502,,24415.0,867.0,63.0,0.114,1,2025-01-04
P000503,Steel,24162.0,874.0,36.0,0.338,1,2025-01-05
P000504,Titanium,12201.0,507.0,16.0,0.393,1,2025-01-15
P000505,Aluminum,8633.0,384.0,36.0,0.195,1,2025-01-21
P000506,Brass,9729.0,513.0,48.0,0.27,1,2025-01-05
P000507,Aluminum,10249.0,503.0,32.0,0.174,1,2025-01-24
P000508,Steel,6221.0,377.0,48.0,0.417,1,2025-02-28
P000509,Steel,12628.0,535.0,19.0,0.226,1,2025-02-07
P000510,Steel,11213.0,472.0,31.0,0.369,1,2025-03-01
P000511,Aluminum,8270.0,451.0,47.0,0.879,1,2025-01-20
P000512,Steel,2851.0,188.0,49.0,0.072,1,2025-01-19
P000513,Steel,15764.0,673.0,29.0,0.308,1,2025-02-12
P000514,Titanium,7334.0,358.0,15.0,0.714,1,2025-02-09
P000515,Titanium,7844.0,436.0,42.0,0.554,1,2025-01-05
P000516,,20476.0,841.0,73.0,0.22,1,2025-02-22
P000517,Titanium,7305.0,379.0,15.0,0.584,1,2025-01-03
P000518,Brass,20854.0,688.0,67.0,0.283,1,2025-02-16
P000519,Steel,11019.0,496.0,44.0,0.614,1,2025-02-18
P000520,,4218.0,247.0,53.0,0.516,1,2025-02-20
P000521,ABS,10479.0,484.0,68.0,0.339,1,2025-02-24
P000522,Steel,8307.0,400.0,20.0,0.561,1,2025-02-26
P000523,Aluminum,12823.0,605.0,42.0,0.706,1,2025-01-22
P000524,Titanium,10210.0,435.0,22.0,0.268,1,2025-01-21
P000525,Titanium,14262.0,563.0,17.0,0.579,1,2025-01-12
P000526,Steel,17681.0,700.0,36.0,0.762,1,2025-02-06
P000527,ABS,12916.0,558.0,85.0,0.566,1,2025-02-19
P000528,ABS,22739.0,794.0,76.0,0.411,1,2025-02-03
P000529,Titanium,6865.0,342.0,44.0,0.832,1,2025-01-16
P000530,Steel,11666.0,479.0,54.0,0.2,1,2025-01-13
P000531,ABS,14362.0,591.0,104.0,0.298,1,2025-03-01
P000532,Aluminum,14318.0,617.0,51.0,0.098,1,2025-01-15
P000533,,30619.0,1082.0,40.0,0.18,1,2025-01-25
P000534,Steel,10262.0,536.0,38.0,0.302,1,2025-01-10
P000535,Aluminum,18062.0,690.0,44.0,0.786,1,2025-02-27
P000536,Aluminum,11292.0,530.0,88.0,0.205,1,2025-02-04
P000537,Steel,12415.0,586.0,37.0,0.414,1,2025-02-10
P000538,ABS,5981.0,299.0,59.0,0.516,1,2025-02-14
P000539,Aluminum,12151.0,520.0,62.0,0.324,1,2025-01-04
P000540,Brass,8666.0,467.0,60.0,0.687,1,2025-02-27
P000541,ABS,42203.0,1261.0,94.0,0.392,1,2025-01-17
P000542,ABS,8713.0,428.0,72.0,0.426,1,2025-01-28
P000543,Brass,17179.0,713.0,40.0,0.548,1,2025-01-03
P000544,Aluminum,27731.0,854.0,57.0,0.333,1,2025-02-19
P000545,Aluminum,19431.0,756.0,53.0,0.257,1,2025-02-13
P000546,Titanium,7899.0,358.0,29.0,0.151,1,2025-02-19
P000547,Titanium,8922.0,435.0,25.0,0.182,1,2025-01-01
P000548,Aluminum,26869.0,809.0,62.0,0.581,1,2025-02-16
P000549,ABS,6159.0,340.0,87.0,0.36,1,2025-01-13
P000550,Aluminum,12451.0,616.0,58.0,0.518,1,2025-01-07
P000551,Aluminum,23686.0,811.0,46.0,0.142,1,2025-01-20
P000552,Aluminum,4779.0,326.0,71.0,0.564,1,2025-02-18
P000553,Steel,7685.0,394.0,39.0,0.39,1,2025-01-03
P000554,Steel,7039.0,371.0,41.0,0.553,1,2025-01-09
P000555,Titanium,8812.0,482.0,35.0,0.501,1,2025-02-09
P000556,,16608.0,653.0,65.0,0.337,1,2025-02-07
P000557,Aluminum,6857.0,406.0,57.0,0.202,1,2025-02-11
P000558,Aluminum,8308.0,414.0,54.0,0.399,1,2025-01-24
P000559,Aluminum,21854.0,704.0,54.0,0.489,1,2025-01-31
P000560,Aluminum,20760.0,866.0,53.0,0.295,1,2025-01-23
P000561,Steel,9648.0,428.0,46.0,0.129,1,2025-01-01
P000562,Steel,7037.0,332.0,49.0,0.583,1,2025-01-11
P000563,Aluminum,5955.0,300.0,62.0,0.026,1,2025-01-03
P000564,Steel,14149.0,652.0,46.0,0.238,1,2025-02-23
P000565,,12093.0,512.0,71.0,0.178,1,2025-02-04
P000566,ABS,17374.0,698.0,74.0,0.253,1,2025-02-02
P000567,Steel,13509.0,625.0,17.0,0.455,1,2025-02-06
P000568,Aluminum,14326.0,569.0,39.0,0.536,1,2025-02-25
P000569,Steel,5189.0,275.0,22.0,0.222,1,2025-02-23
P000570,Aluminum,17273.0,738.0,42.0,0.603,1,2025-01-06
P000571,Steel,4287.0,298.0,55.0,0.404,1,2025-01-09
P000572,Aluminum,27375.0,904.0,54.0,0.296,1,2025-02-22
P000573,Brass,5484.0,353.0,57.0,0.679,1,2025-02-07
P000574,Aluminum,9673.0,445.0,66.0,0.627,1,2025-02-11
P000575,Titanium,6433.0,327.0,44.0,0.749,1,2025-01-19
P000576,Steel,24027.0,862.0,44.0,0.614,1,2025-01-10
P000577,Aluminum,11187.0,518.0,66.0,0.238,1,2025-02-16
P000578,ABS,17193.0,630.0,78.0,0.461,1,2025-02-09
P000579,ABS,16499.0,712.0,81.0,0.86,1,2025-02-19
P000580,Brass,6687.0,371.0,51.0,0.349,1,2025-02-05
P000581,Aluminum,7651.0,443.0,50.0,0.465,1,2025-01-30
P000582,Brass,6120.0,351.0,42.0,0.499,1,2025-01-28
P000583,Brass,7491.0,391.0,45.0,0.64,1,2025-01-13
P000584,Steel,17296.0,725.0,22.0,0.623,1,2025-01-17
P000585,Steel,15155.0,696.0,27.0,0.475,1,2025-01-11
P000586,ABS,16833.0,620.0,63.0,0.165,1,2025-01-16
P000587,Aluminum,7274.0,420.0,45.0,0.453,1,2025-01-20
P000588,Brass,6845.0,414.0,59.0,0.454,1,2025-01-19
P000589,ABS,21737.0,759.0,78.0,0.635,1,2025-01-05
P000590,Brass,14156.0,638.0,24.0,0.751,1,2025-01-21
P000591,,13353.0,564.0,26.0,0.762,1,2025-01-16
P000592,Steel,10947.0,501.0,58.0,0.737,1,2025-02-05
P000593,Aluminum,15976.0,623.0,67.0,0.074,1,2025-01-28
P000594,Steel,22428.0,811.0,18.0,0.232,1,2025-01-12
P000595,ABS,9911.0,525.0,66.0,0.165,1,2025-01-04
P000596,Titanium,8744.0,460.0,31.0,0.236,1,2025-01-05
P000597,Aluminum,5357.0,294.0,53.0,0.232,1,2025-01-08
P000598,Aluminum,10089.0,504.0,57.0,0.427,1,2025-02-17
P000599,Aluminum,6610.0,323.0,28.0,0.218,1,2025-01-19
P000600,Steel,4958.0,330.0,41.0,0.685,1,2025-01-22
P000601,Brass,13232.0,588.0,46.0,0.465,1,2025-01-27
P000602,Aluminum,13361.0,535.0,54.0,0.421,1,2025-02-19
P000603,Steel,12237.0,602.0,28.0,0.509,1,2025-01-30
P000604,Steel,4948.0,311.0,43.0,0.196,1,2025-01-28
P000605,Brass,7323.0,412.0,57.0,0.307,1,2025-02-15
P000606,Aluminum,8949.0,436.0,72.0,0.39,1,2025-01-25
P000607,Aluminum,34952.0,1117.0,41.0,0.316,1,2025-01-03
P000608,Steel,15511.0,682.0,34.0,0.681,1,2025-01-01
P000609,Steel,20005.0,794.0,28.0,0.541,1,2025-02-23
P000610,Steel,11500.0,489.0,19.0,0.277,1,2025-02-13
P000611,ABS,6578.0,369.0,80.0,0.18,1,2025-02-07
P000612,ABS,35352.0,1155.0,73.0,0.535,1,2025-02-19
P000613,Aluminum,13883.0,542.0,67.0,0.169,1,2025-02-22
P000614,Steel,14220.0,578.0,48.0,0.484,1,2025-02-21
P000615,Brass,19175.0,695.0,71.0,0.528,1,2025-02-03
P000616,Titanium,10820.0,547.0,36.0,0.552,1,2025-02-07
P000617,Aluminum,14191.0,544.0,40.0,0.586,1,2025-01-12
P000618,Brass,5831.0,319.0,67.0,0.144,1,2025-02-23
P000619,Aluminum,13250.0,575.0,59.0,0.051,1,2025-01-15
P000620,ABS,5838.0,313.0,75.0,0.528,1,2025-01-02
P000621,ABS,5149.0,340.0,94.0,0.269,1,2025-01-07
P000622,Titanium,14692.0,613.0,22.0,0.709,1,2025-02-09
P000623,ABS,6699.0,399.0,89.0,0.348,1,2025-03-01
P000624,Aluminum,8825.0,484.0,38.0,0.448,1,2025-02-18
P000625,ABS,11427.0,576.0,82.0,0.56,1,2025-01-17
P000626,Aluminum,10852.0,549.0,53.0,0.609,1,2025-01-12
P000627,Brass,24323.0,,44.0,0.547,1,2025-02-18
P000628,Aluminum,11140.0,486.0,75.0,0.526,1,2025-02-14
P000629,Steel,16207.0,624.0,52.0,0.498,1,2025-02-07
P000630,ABS,18095.0,677.0,89.0,0.733,1,2025-02-03
P000631,Aluminum,4891.0,309.0,80.0,0.378,1,2025-02-19
P000632,ABS,5206.0,297.0,89.0,0.794,1,2025-02-14
P000633,ABS,14379.0,550.0,96.0,0.603,1,2025-02-05
P000634,ABS,8666.0,436.0,66.0,0.617,1,2025-02-21
P000635,Brass,6410.0,373.0,40.0,0.392,1,2025-01-16
P000636,Steel,18055.0,762.0,43.0,0.234,1,2025-01-19
P000637,Aluminum,14524.0,583.0,67.0,0.676,1,2025-02-23
P000638,Aluminum,9306.0,441.0,34.0,0.304,1,2025-02-03
P000639,Steel,16313.0,725.0,31.0,0.902,1,2025-01-20
P000640,Aluminum,2611.0,208.0,57.0,0.219,1,2025-02-13
P000641,ABS,11237.0,548.0,90.0,0.854,1,2025-02-08
P000642,Aluminum,20002.0,798.0,86.0,0.39,1,2025-01-10
P000643,Aluminum,16877.0,645.0,60.0,0.477,1,2025-01-16
P000644,Titanium,11908.0,493.0,32.0,0.743,1,2025-01-02
P000645,Brass,22655.0,744.0,78.0,0.037,1,2025-01-23
P000646,Aluminum,16363.0,653.0,48.0,0.624,1,2025-01-27
P000647,Steel,9691.0,453.0,28.0,0.266,1,2025-02-26
P000648,Brass,13147.0,633.0,52.0,0.416,1,2025-02-23
P000649,ABS,17583.0,668.0,82.0,0.241,1,2025-01-22
P000650,Aluminum,15439.0,567.0,59.0,0.227,1,2025-02-18
P000651,Steel,8744.0,467.0,54.0,0.345,1,2025-01-23
P000652,Brass,2183.0,178.0,54.0,0.63,1,2025-02-28
P000653,Aluminum,36719.0,1057.0,49.0,0.496,1,2025-01-01
P000654,Titanium,9788.0,464.0,27.0,0.406,1,2025-01-30
P000655,ABS,3514.0,213.0,75.0,0.567,1,2025-02-14
P000656,Aluminum,6625.0,405.0,81.0,0.381,1,2025-01-12
P000657,Brass,13506.0,510.0,29.0,0.267,1,2025-02-21
P000658,Aluminum,4097.0,249.0,19.0,0.107,1,2025-01-07
P000659,Steel,14997.0,595.0,40.0,0.499,1,2025-01-19
P000660,ABS,10659.0,501.0,84.0,0.132,1,2025-02-28
P000661,Aluminum,24783.0,963.0,79.0,0.434,1,2025-02-02
P000662,,7383.0,422.0,44.0,0.481,1,2025-01-31
P000663,ABS,12161.0,582.0,79.0,0.616,1,2025-02-26
P000664,Aluminum,26058.0,800.0,50.0,0.877,1,2025-01-09
P000665,Aluminum,17612.0,701.0,37.0,0.26,1,2025-02-27
P000666,Aluminum,9100.0,430.0,74.0,0.73,1,2025-01-06
P000667,ABS,10663.0,522.0,91.0,0.611,1,2025-01-09
P000668,Aluminum,12590.0,608.0,46.0,0.674,1,2025-01-26
P000669,Steel,4343.0,257.0,35.0,0.458,1,2025-01-11
P000670,Brass,15157.0,687.0,43.0,0.122,1,2025-01-10
P000671,Brass,15167.0,676.0,43.0,0.324,1,2025-01-10
P000672,Aluminum,7932.0,377.0,73.0,0.258,1,2025-01-10
P000673,Steel,8080.0,455.0,30.0,0.363,1,2025-01-27
P000674,Steel,12687.0,490.0,30.0,0.282,1,2025-02-25
P000675,,22610.0,785.0,37.0,0.367,1,2025-02-11
P000676,Steel,8152.0,373.0,60.0,0.578,1,2025-01-18
P000677,Steel,9644.0,500.0,25.0,0.412,1,2025-01-24
P000678,ABS,8882.0,390.0,75.0,0.291,1,2025-02-08
P000679,Steel,11514.0,500.0,31.0,0.407,1,2025-02-14
P000680,Steel,16116.0,639.0,27.0,0.108,1,2025-01-07
P000681,Steel,6692.0,339.0,30.0,0.492,1,2025-01-27
P000682,Aluminum,3604.0,231.0,71.0,0.355,1,2025-01-09
P000683,ABS,10214.0,470.0,80.0,0.141,1,2025-02-08
P000684,Steel,25249.0,984.0,31.0,0.629,1,2025-02-06
P000685,Titanium,7235.0,414.0,51.0,0.18,1,2025-02-12
P000686,Brass,17357.0,769.0,62.0,0.581,1,2025-02-23
P000687,Aluminum,12723.0,541.0,48.0,0.36,1,2025-02-26
P000688,Aluminum,6445.0,391.0,62.0,0.286,1,2025-01-13
P000689,Brass,13380.0,515.0,28.0,0.205,1,2025-02-22
P000690,Steel,7993.0,364.0,41.0,0.263,1,2025-02-09
P000691,Aluminum,9183.0,474.0,44.0,0.607,1,2025-01-23
P000692,ABS,9845.0,496.0,82.0,0.423,1,2025-02-07
P000693,Steel,6212.0,313.0,57.0,0.323,1,2025-01-26
P000694,Brass,10609.0,504.0,35.0,0.315,1,2025-01-05
P000695,ABS,26921.0,827.0,69.0,0.209,1,2025-01-27
P000696,Titanium,14456.0,593.0,35.0,0.647,1,2025-02-06
P000697,ABS,24919.0,927.0,84.0,0.283,1,2025-02-20
P000698,Titanium,6630.0,326.0,29.0,0.149,1,2025-02-12
P000699,Steel,49862.0,1483.0,35.0,0.36,1,2025-02-05
P000700,Steel,16126.0,614.0,31.0,0.807,1,2025-02-23
P000701,Aluminum,13997.0,597.0,45.0,0.199,1,2025-01-06
P000702,Brass,8383.0,455.0,64.0,0.376,1,2025-01-30
P000703,Aluminum,6791.0,373.0,55.0,0.663,1,2025-01-15
P000704,Steel,12152.0,606.0,33.0,0.135,1,2025-01-11
P000705,Steel,25403.0,855.0,15.0,0.272,1,2025-02-14
P000706,Brass,13818.0,530.0,75.0,0.376,1,2025-01-13
P000707,Steel,45249.0,1174.0,40.0,0.647,1,2025-02-11
P000708,Aluminum,9771.0,443.0,38.0,0.376,1,2025-02-11
P000709,Steel,5194.0,303.0,83.0,0.489,1,2025-01-10
P000710,Aluminum,9049.0,495.0,73.0,0.344,1,2025-02-06
P000711,Steel,24338.0,911.0,31.0,0.495,1,2025-02-11
P000712,ABS,22967.0,874.0,68.0,0.358,1,2025-02-28
P000713,Aluminum,6365.0,356.0,58.0,0.282,1,2025-02-18
P000714,Titanium,7568.0,412.0,35.0,0.528,1,2025-01-19
P000715,Steel,22723.0,757.0,42.0,0.577,1,2025-02-21
P000716,Steel,4355.0,249.0,33.0,0.524,1,2025-01-22
P000717,Brass,16541.0,594.0,43.0,0.146,1,2025-02-06
P000718,Aluminum,6991.0,418.0,55.0,0.572,1,2025-01-26
P000719,Steel,9763.0,466.0,33.0,0.175,1,2025-02-22
P000720,Titanium,8834.0,480.0,46.0,0.569,1,2025-01-13
P000721,Aluminum,18367.0,790.0,71.0,0.234,1,2025-02-27
P000722,ABS,24348.0,815.0,75.0,0.074,1,2025-02-12
P000723,Aluminum,8642.0,388.0,45.0,0.617,1,2025-02-27
P000724,Steel,22430.0,854.0,17.0,0.309,1,2025-02-20
P000725,ABS,16089.0,630.0,67.0,0.566,1,2025-02-27
P000726,Aluminum,6907.0,412.0,60.0,0.505,1,2025-01-30
P000727,Steel,7671.0,419.0,15.0,0.568,1,2025-01-07
P000728,Steel,14015.0,535.0,27.0,0.165,1,2025-02-16
P000729,ABS,9685.0,456.0,80.0,0.047,1,2025-01-18
P000730,Aluminum,9359.0,480.0,52.0,0.578,1,2025-02-17
P000731,Steel,19198.0,758.0,45.0,0.554,1,2025-02-05
P000732,Titanium,14441.0,546.0,32.0,0.283,1,2025-02-11
P000733,Steel,5892.0,350.0,15.0,0.124,1,2025-02-23
P000734,Brass,22398.0,862.0,54.0,0.22,1,2025-02-04
P000735,Aluminum,17075.0,597.0,80.0,0.56,1,2025-02-03
P000736,Steel,15331.0,659.0,35.0,0.619,1,2025-01-16
P000737,Steel,16407.0,,47.0,0.383,1,2025-01-05
P000738,ABS,5436.0,345.0,86.0,0.526,1,2025-01-29
P000739,ABS,12592.0,493.0,90.0,0.506,1,2025-02-09
P000740,Brass,7487.0,347.0,33.0,0.15,1,2025-01-19
P000741,ABS,9473.0,,75.0,0.146,1,2025-01-25
P000742,Brass,30189.0,1041.0,59.0,0.472,1,2025-01-23
P000743,Brass,9093.0,410.0,55.0,0.177,1,2025-01-28
P000744,Steel,27095.0,911.0,40.0,0.541,1,2025-02-15
P000745,Brass,10260.0,499.0,55.0,0.444,1,2025-01-08
P000746,Steel,11573.0,533.0,53.0,0.124,1,2025-02-11
P000747,Aluminum,18742.0,802.0,40.0,0.495,1,2025-02-16
P000748,Aluminum,16010.0,700.0,39.0,0.615,1,2025-01-17
P000749,ABS,5025.0,332.0,76.0,0.488,1,2025-02-11
P000750,ABS,14927.0,692.0,64.0,0.359,1,2025-02-07
P000751,Aluminum,8047.0,456.0,59.0,0.464,1,2025-02-28
P000752,ABS,9911.0,446.0,72.0,0.43,1,2025-01-08
P000753,Aluminum,14024.0,637.0,53.0,0.719,1,2025-01-22
P000754,Steel,8714.0,419.0,42.0,0.585,1,2025-02-12
P000755,ABS,3963.0,278.0,79.0,0.732,1,2025-02-21
P000756,ABS,11544.0,542.0,83.0,0.843,1,2025-02-10
P000757,Aluminum,10730.0,516.0,67.0,0.249,1,2025-02-15
P000758,Aluminum,8206.0,382.0,72.0,0.219,1,2025-02-01
P000759,ABS,6292.0,344.0,79.0,0.127,1,2025-01-19
P000760,Brass,10902.0,502.0,37.0,0.161,1,2025-01-07
P000761,Brass,11949.0,571.0,58.0,0.3,1,2025-02-21
P000762,,9573.0,502.0,40.0,0.544,1,2025-01-28
P000763,ABS,20558.0,787.0,67.0,0.133,1,2025-01-19
P000764,ABS,10686.0,460.0,71.0,0.471,1,2025-01-17
P000765,Brass,12530.0,559.0,57.0,0.258,1,2025-02-10
P000766,Steel,5375.0,317.0,54.0,0.285,1,2025-02-10
P000767,Brass,10090.0,533.0,58.0,0.266,1,2025-01-10
P000768,Steel,41068.0,1134.0,26.0,0.675,1,2025-01-21
P000769,Aluminum,4139.0,251.0,37.0,0.229,1,2025-01-30
P000770,Steel,18663.0,735.0,45.0,0.59,1,2025-02-04
P000771,ABS,13367.0,568.0,70.0,0.258,1,2025-01-17
P000772,Brass,11038.0,452.0,45.0,0.698,1,2025-01-21
P000773,Steel,11038.0,509.0,39.0,0.176,1,2025-01-17
P000774,ABS,12488.0,514.0,65.0,0.343,1,2025-01-04
P000775,Aluminum,5062.0,276.0,60.0,0.277,1,2025-02-09
P000776,Steel,27367.0,969.0,26.0,0.354,1,2025-02-25
P000777,Steel,14563.0,542.0,36.0,0.773,1,2025-02-13
P000778,Steel,24372.0,828.0,23.0,0.417,1,2025-02-28
P000779,Aluminum,15537.0,591.0,56.0,0.248,1,2025-03-01
P000780,ABS,17452.0,757.0,66.0,0.068,1,2025-02-03
P000781,ABS,17759.0,681.0,71.0,0.274,1,2025-01-25
P000782,ABS,13548.0,530.0,65.0,0.293,1,2025-01-28
P000783,ABS,28622.0,1028.0,71.0,0.652,1,2025-02-22
P000784,Steel,14368.0,620.0,31.0,0.587,1,2025-02-03
P000785,Brass,14000.0,573.0,46.0,0.175,1,2025-02-02
P000786,ABS,8337.0,426.0,79.0,0.492,1,2025-02-01
P000787,Brass,10571.0,448.0,43.0,0.583,1,2025-01-29
P000788,Steel,23291.0,897.0,53.0,0.468,1,2025-01-26
P000789,ABS,9140.0,484.0,65.0,0.366,1,2025-01-07
P000790,Aluminum,18808.0,745.0,63.0,0.493,1,2025-01-29
P000791,Aluminum,12194.0,502.0,83.0,0.388,1,2025-01-10
P000792,Titanium,5259.0,340.0,15.0,0.7,1,2025-01-31
P000793,Steel,18149.0,637.0,35.0,0.377,1,2025-01-13
P000794,Aluminum,12049.0,477.0,54.0,0.458,1,2025-02-07
P000795,ABS,11444.0,508.0,80.0,0.829,1,2025-01-13
P000796,Titanium,21477.0,809.0,20.0,0.272,1,2025-01-17
P000797,ABS,14302.0,671.0,83.0,0.433,1,2025-01-13
P000798,Titanium,6704.0,341.0,32.0,0.274,1,2025-02-28
P000799,Titanium,13993.0,626.0,25.0,0.19,1,2025-01-28
P000800,Steel,8314.0,413.0,24.0,0.29,1,2025-01-18
P000801,Aluminum,7503.0,385.0,86.0,0.287,1,2025-02-21
P000802,Aluminum,29305.0,861.0,66.0,0.465,1,2025-02-02
P000803,Aluminum,3588.0,213.0,56.0,0.088,1,2025-01-09
P000804,ABS,9271.0,422.0,76.0,0.236,1,2025-01-16
